questionPackageUniqueID,questiionUniqueID,ReportLabel,AnswerUniqueID,AnswerSlectionValue
ADMINISTRATIVE,DISEASE,,DISEASE_ECOLI,ECOLI
ADMINISTRATIVE,DISEASE,,DISEASE_ECOLIALL,ECOLIALL
ADMINISTRATIVE,DISEASE,,DISEASE_EEE,EEE
ADMINISTRATIVE,DISEASE,,DISEASE_EIEC,EIEC
ADMINISTRATIVE,DISEASE,,DISEASE_ELZ,ELZ
ADMINISTRATIVE,DISEASE,,DISEASE_ENDO,ENDO
ADMINISTRATIVE,DISEASE,,DISEASE_ENTER,ENTER
ADMINISTRATIVE,DISEASE,,DISEASE_EPEC,EPEC
ADMINISTRATIVE,DISEASE,,DISEASE_ETEC,ETEC
ADMINISTRATIVE,DISEASE,,DISEASE_FLA,FLA
ADMINISTRATIVE,DISEASE,,DISEASE_FVV,FVV
ADMINISTRATIVE,DISEASE,,DISEASE_GAS,GAS
ADMINISTRATIVE,DISEASE,,DISEASE_GBS,GBS
ADMINISTRATIVE,DISEASE,,DISEASE_GIAR,GIAR
ADMINISTRATIVE,DISEASE,,DISEASE_GLAND,GLAND
ADMINISTRATIVE,DISEASE,,DISEASE_GUANARITO,GUANARITO
ADMINISTRATIVE,DISEASE,,DISEASE_HA,HA
ADMINISTRATIVE,DISEASE,,DISEASE_HANSEN,HANSEN
ADMINISTRATIVE,DISEASE,,DISEASE_HANTA,HANTA
ADMINISTRATIVE,DISEASE,,DISEASE_HEE,HEE
ADMINISTRATIVE,DISEASE,,DISEASE_HEML,HEML
ADMINISTRATIVE,DISEASE,,DISEASE_HFLU,HFLU
ADMINISTRATIVE,DISEASE,,DISEASE_HISTO,HISTO
ADMINISTRATIVE,DISEASE,,DISEASE_HME,HME
ADMINISTRATIVE,DISEASE,,DISEASE_HUMANA,HUMANA
ADMINISTRATIVE,DISEASE,,DISEASE_HUS,HUS
ADMINISTRATIVE,DISEASE,,DISEASE_JCV,JCV
ADMINISTRATIVE,DISEASE,,DISEASE_JEV,JEV
ADMINISTRATIVE,DISEASE,,DISEASE_JUNIN,JUNIN
ADMINISTRATIVE,DISEASE,,DISEASE_KAW,KAW
ADMINISTRATIVE,DISEASE,,DISEASE_KING,KING
ADMINISTRATIVE,DISEASE,,DISEASE_KV,KV
ADMINISTRATIVE,DISEASE,,DISEASE_LAC,LAC
ADMINISTRATIVE,DISEASE,,DISEASE_LASSA,LASSA
ADMINISTRATIVE,DISEASE,,DISEASE_LEG,LEG
ADMINISTRATIVE,DISEASE,,DISEASE_LEPTO,LEPTO
ADMINISTRATIVE,DISEASE,,DISEASE_LIST,LIST
ADMINISTRATIVE,DISEASE,,DISEASE_LUJO,LUJO
ADMINISTRATIVE,DISEASE,,DISEASE_LYME,LYME
ADMINISTRATIVE,DISEASE,,DISEASE_MACHUPO,MACHUPO
ADMINISTRATIVE,DISEASE,,DISEASE_MAL,MAL
ADMINISTRATIVE,DISEASE,,DISEASE_MARBURG,MARBURG
ADMINISTRATIVE,DISEASE,,DISEASE_MEAS,MEAS
ADMINISTRATIVE,DISEASE,,DISEASE_MELIO,MELIO
ADMINISTRATIVE,DISEASE,,DISEASE_MENO,MENO
ADMINISTRATIVE,DISEASE,,DISEASE_MERS,MERS
ADMINISTRATIVE,DISEASE,,DISEASE_MRSA,MRSA
ADMINISTRATIVE,DISEASE,,DISEASE_MSSA,Methicillin sensitive Staphylococcus aureus
ADMINISTRATIVE,DISEASE,,DISEASE_MUMPS,MUMPS
ADMINISTRATIVE,DISEASE,,DISEASE_MVIR,MVIR
ADMINISTRATIVE,DISEASE,,DISEASE_NCOV,NCOV
ADMINISTRATIVE,DISEASE,,DISEASE_NEOSEP,NEOSEP
ADMINISTRATIVE,DISEASE,,DISEASE_NMEN,NMEN
ADMINISTRATIVE,DISEASE,,DISEASE_NORO,NORO
ADMINISTRATIVE,DISEASE,,DISEASE_NTM,NTM
ADMINISTRATIVE,DISEASE,,DISEASE_ORF,ORF
ADMINISTRATIVE,DISEASE,,DISEASE_ORTHPX,ORTHPX
ADMINISTRATIVE,DISEASE,,DISEASE_OSTREP,OSTREP
ADMINISTRATIVE,DISEASE,,DISEASE_OTHER,OTHER
ADMINISTRATIVE,DISEASE,,DISEASE_OTHERABV,OTHERABV
ADMINISTRATIVE,DISEASE,,DISEASE_OTHERADIC,OTHERADIC
ADMINISTRATIVE,DISEASE,,DISEASE_OTHERBIO,OTHERBIO
ADMINISTRATIVE,DISEASE,,DISEASE_OTHEREIP,OTHEREIP
ADMINISTRATIVE,DISEASE,,DISEASE_OTHERFB,OTHERFB
ADMINISTRATIVE,DISEASE,,DISEASE_OTHERPAR,OTHERPAR
ADMINISTRATIVE,DISEASE,,DISEASE_OTHERVB,OTHERVB
ADMINISTRATIVE,DISEASE,,DISEASE_OTHERVPD,OTHERVPD
ADMINISTRATIVE,DISEASE,,DISEASE_OTHERZN,OTHERZN
ADMINISTRATIVE,DISEASE,,DISEASE_PERT,PERT
ADMINISTRATIVE,DISEASE,,DISEASE_PLAG,PLAG
ADMINISTRATIVE,DISEASE,,DISEASE_POL,POL
ADMINISTRATIVE,DISEASE,,DISEASE_POW,POW
ADMINISTRATIVE,DISEASE,,DISEASE_PSTT,PSTT
ADMINISTRATIVE,DISEASE,,DISEASE_QF,QF
ADMINISTRATIVE,DISEASE,,DISEASE_RAB,RAB
ADMINISTRATIVE,DISEASE,,DISEASE_REYES,REYES
ADMINISTRATIVE,DISEASE,,DISEASE_RMSF,RMSF
ADMINISTRATIVE,DISEASE,,DISEASE_ROTA,ROTA
ADMINISTRATIVE,DISEASE,,DISEASE_RSV,RSV
ADMINISTRATIVE,DISEASE,,DISEASE_RUB,RUB
ADMINISTRATIVE,DISEASE,,DISEASE_RUBC,RUBC
ADMINISTRATIVE,DISEASE,,DISEASE_SABIA,SABIA
ADMINISTRATIVE,DISEASE,,DISEASE_SAL,SAL
ADMINISTRATIVE,DISEASE,,DISEASE_SARS,SARS
ADMINISTRATIVE,DISEASE,,DISEASE_SHIG,SHIG
ADMINISTRATIVE,DISEASE,,DISEASE_SLE,SLE
ADMINISTRATIVE,DISEASE,,DISEASE_SMPOX,SMPOX
ADMINISTRATIVE,DISEASE,,DISEASE_SNIPP,SNIPP
ADMINISTRATIVE,DISEASE,,DISEASE_SP,SP
ADMINISTRATIVE,DISEASE,,DISEASE_SSH,SSH
ADMINISTRATIVE,DISEASE,,DISEASE_STAPH,STAPH
ADMINISTRATIVE,DISEASE,,DISEASE_STSS,STSS
ADMINISTRATIVE,DISEASE,,DISEASE_TBE,TBE
ADMINISTRATIVE,DISEASE,,DISEASE_TBRF,TBRF
ADMINISTRATIVE,DISEASE,,DISEASE_TET,TET
ADMINISTRATIVE,DISEASE,,DISEASE_TOXO,TOXO
ADMINISTRATIVE,DISEASE,,DISEASE_TPWRM,TPWRM
ADMINISTRATIVE,DISEASE,,DISEASE_TRICH,TRICH
ADMINISTRATIVE,DISEASE,,DISEASE_TSECJD,TSECJD
ADMINISTRATIVE,DISEASE,,DISEASE_TSS,TSS
ADMINISTRATIVE,DISEASE,,DISEASE_TTV,TTV
ADMINISTRATIVE,DISEASE,,DISEASE_TUL,TUL
ADMINISTRATIVE,DISEASE,,DISEASE_TYPHUS,TYPHUS
ADMINISTRATIVE,DISEASE,,DISEASE_VAC,VAC
ADMINISTRATIVE,DISEASE,,DISEASE_VEE,VEE
ADMINISTRATIVE,DISEASE,,DISEASE_VHF,VHF
ADMINISTRATIVE,DISEASE,,DISEASE_VISA,VISA
ADMINISTRATIVE,DISEASE,,DISEASE_VRSA,VRSA
ADMINISTRATIVE,DISEASE,,DISEASE_WEE,WEE
ADMINISTRATIVE,DISEASE,,DISEASE_WNV,WNV
ADMINISTRATIVE,DISEASE,,DISEASE_YER,YER
ADMINISTRATIVE,DISEASE,,DISEASE_YF,YF
ADMINISTRATIVE,DISEASE,,DISEASE_ZKA,ZKA
ADMINISTRATIVE,DISEASE,,DISEASE_ZOOS,ZOOS
ADMINISTRATIVE,EPISODE_DATE_BASED_ON,,EPISODE_DATE_BASED_ON_CASE_REPORT_DATE,CASE_REPORT_DATE
ADMINISTRATIVE,EPISODE_DATE_BASED_ON,,EPISODE_DATE_BASED_ON_EVENT_DATE,EVENT_DATE
ADMINISTRATIVE,EPISODE_DATE_BASED_ON,,EPISODE_DATE_BASED_ON_DIAGNOSIS_DATE,DIAGNOSIS_DATE
ADMINISTRATIVE,EPISODE_DATE_BASED_ON,,EPISODE_DATE_BASED_ON_ONSET_DATE,ONSET_DATE
ADMINISTRATIVE,EPISODE_DATE_BASED_ON,,EPISODE_DATE_BASED_ON_SPECIMEN_DATE,SPECIMEN_DATE
ADMINISTRATIVE,EPISODE_DATE_BASED_ON,,EPISODE_DATE_BASED_ON_DEATH_DATE,DEATH_DATE
ADMINISTRATIVE,EPISODE_DATE_BASED_ON,,EPISODE_DATE_BASED_ON_LAB_CONFIRM_DATE,LAB_CONFIRM_DATE
ADMINISTRATIVE,EPISODE_DATE_BASED_ON,,EPISODE_DATE_BASED_ON_LAB_RECEIVED_DATE,LAB_RECEIVED_DATE
ADMINISTRATIVE,EPISODE_DATE_BASED_ON,,EPISODE_DATE_BASED_ON_BIRTH_DATE,BIRTH_DATE
ADMINISTRATIVE,EPISODE_DATE_BASED_ON,,EPISODE_DATE_BASED_ON_FIRST_REPORT_DATE,FIRST_REPORT_DATE
ADMINISTRATIVE,CDC_DISEASE_STATUS,DISEASE_STATUS,CDC_DISEASE_STATUS_CONFIRMED,CONFIRMED
ADMINISTRATIVE,CDC_DISEASE_STATUS,DISEASE_STATUS,CDC_DISEASE_STATUS_NOT_A_CASE,NOT_A_CASE
ADMINISTRATIVE,CDC_DISEASE_STATUS,DISEASE_STATUS,CDC_DISEASE_STATUS_SUSPECT,SUSPECT
ADMINISTRATIVE,CDC_DISEASE_STATUS,DISEASE_STATUS,CDC_DISEASE_STATUS_CONTACT,CONTACT
ADMINISTRATIVE,CDC_DISEASE_STATUS,DISEASE_STATUS,CDC_DISEASE_STATUS_PROBABLE,PROBABLE
ADMINISTRATIVE,CDC_DISEASE_STATUS,DISEASE_STATUS,CDC_DISEASE_STATUS_PENDING,PENDING
ADMINISTRATIVE,DISEASE_STATUS,DISEASE_STATUS,DISEASE_STATUS_UNDEFINED,UNDEFINED
ADMINISTRATIVE,DISEASE_STATUS,DISEASE_STATUS,DISEASE_STATUS_SUSPECT,SUSPECT
ADMINISTRATIVE,DISEASE_STATUS,DISEASE_STATUS,DISEASE_STATUS_ATYPICAL,ATYPICAL
ADMINISTRATIVE,DISEASE_STATUS,DISEASE_STATUS,DISEASE_STATUS_PROBABLE,PROBABLE
ADMINISTRATIVE,DISEASE_STATUS,DISEASE_STATUS,DISEASE_STATUS_CONFIRMED,CONFIRMED
ADMINISTRATIVE,DISEASE_STATUS,DISEASE_STATUS,DISEASE_STATUS_NOT_A_CASE,NOT_A_CASE
ADMINISTRATIVE,DISEASE_STATUS,DISEASE_STATUS,DISEASE_STATUS_CARRIER,CARRIER
ADMINISTRATIVE,DISEASE_STATUS,DISEASE_STATUS,DISEASE_STATUS_CONTACT,CONTACT
ADMINISTRATIVE,DISEASE_STATUS,DISEASE_STATUS,DISEASE_STATUS_PENDING,PENDING
ADMINISTRATIVE,LABORATORY_EVIDENCE,,LABORATORY_EVIDENCE_CONFIRMATORY,CONFIRMATORY
ADMINISTRATIVE,LABORATORY_EVIDENCE,,LABORATORY_EVIDENCE_PRESUMPTIVESUPPORTIVE,PRESUMPTIVESUPPORTIVE
ADMINISTRATIVE,LABORATORY_EVIDENCE,,LABORATORY_EVIDENCE_NA,NA
ADMINISTRATIVE,VZV_STATUS,,VZV_STATUS_NEW,NEW
ADMINISTRATIVE,VZV_STATUS,,VZV_STATUS_ACTIVE,ACTIVE
ADMINISTRATIVE,VZV_STATUS,,VZV_STATUS_INTERVIEW_COMPLETE,INTERVIEW_COMPLETE
ADMINISTRATIVE,VZV_STATUS,,VZV_STATUS_NEEDS_FOLLOW_UP,NEEDS_FOLLOW_UP
ADMINISTRATIVE,VZV_STATUS,,VZV_STATUS_COMPLETE,COMPLETE
ADMINISTRATIVE,MEDICAL_RECORDS,,MEDICAL_RECORDS_NEED_TO_REQUEST_AND_DATE,NEED_TO_REQUEST_AND_DATE
ADMINISTRATIVE,MEDICAL_RECORDS,,MEDICAL_RECORDS_REQUESTED_AND_DATE,REQUESTED_AND_DATE
ADMINISTRATIVE,MEDICAL_RECORDS,,MEDICAL_RECORDS_RECEIVED_AND_DATE,RECEIVED_AND_DATE
ADMINISTRATIVE,MEDICAL_RECORDS,,MEDICAL_RECORDS_NEVER_RECEIVED_AND_DATE,NEVER_RECEIVED_AND_DATE
ADMINISTRATIVE,MEDICAL_RECORDS,,MEDICAL_RECORDS_NOT_REQUIRED,NOT_REQUIRED
ADMINISTRATIVE,HOUSEHOLD_CONTACTS,,HOUSEHOLD_CONTACTS_YES,YES
ADMINISTRATIVE,HOUSEHOLD_CONTACTS,,HOUSEHOLD_CONTACTS_NO,NO
ADMINISTRATIVE,HOUSEHOLD_CONTACTS,,HOUSEHOLD_CONTACTS_UNKNOWN,UNKNOWN
ADMINISTRATIVE,HOUSEHOLD_CONTACTS,,HOUSEHOLD_CONTACTS_OTHER,OTHER
ADMINISTRATIVE,VACCINE_ASSOCIATED,,VACCINE_ASSOCIATED_YES,YES
ADMINISTRATIVE,VACCINE_ASSOCIATED,,VACCINE_ASSOCIATED_NO,NO
ADMINISTRATIVE,FALSE_POSITIVE,,FALSE_POSITIVE_YES,YES
ADMINISTRATIVE,FALSE_POSITIVE,,FALSE_POSITIVE_NO,NO
ADMINISTRATIVE,CASE_CLASSIFICATION,,CASE_CLASSIFICATION_RECURRING,RECURRING
ADMINISTRATIVE,CASE_CLASSIFICATION,,CASE_CLASSIFICATION_DUPLICATE,DUPLICATE
ADMINISTRATIVE,CASE_CLASSIFICATION,,CASE_CLASSIFICATION_INCIDENT,INCIDENT
ADMINISTRATIVE,DISEASE_CLASS,,DISEASE_CLASS_ACUTE,ACUTE
ADMINISTRATIVE,DISEASE_CLASS,,DISEASE_CLASS_CHRONIC,CHRONIC
ADMINISTRATIVE,DISEASE_CLASS,,DISEASE_CLASS_UNKNOWN,UNKNOWN
ADMINISTRATIVE,CASE_STATUS_SYMPT,,CASE_STATUS_SYMPT_ASYMPTOMATIC,ASYMPTOMATIC
ADMINISTRATIVE,CASE_STATUS_SYMPT,,CASE_STATUS_SYMPT_SYMPTOMATIC,SYMPTOMATIC
ADMINISTRATIVE,NON_ABC_CASE,,NON_ABC_CASE_YES,YES
ADMINISTRATIVE,NON_ABC_CASE,,NON_ABC_CASE_NO,NO
ADMINISTRATIVE,CDC_CASE_DEFINITION_DISPLAY,,CDC_CASE_DEFINITION_DISPLAY_YES,YES
ADMINISTRATIVE,CDC_CASE_DEFINITION_DISPLAY,,CDC_CASE_DEFINITION_DISPLAY_NO,NO
ADMINISTRATIVE,PUBLISHED_INDICATOR,,PUBLISHED_INDICATOR_YES,YES
ADMINISTRATIVE,PUBLISHED_INDICATOR,,PUBLISHED_INDICATOR_NO,NO
ADMINISTRATIVE,INITIAL_CASE_STATUS,,INITIAL_CASE_STATUS_CONFIRM,CONFIRM
ADMINISTRATIVE,INITIAL_CASE_STATUS,,INITIAL_CASE_STATUS_RULE_OUT,RULE_OUT
ADMINISTRATIVE,INITIAL_CASE_STATUS,,INITIAL_CASE_STATUS_SUSPECT,SUSPECT
ADMINISTRATIVE,INITIAL_CASE_STATUS,,INITIAL_CASE_STATUS_CONTACT,CONTACT
ADMINISTRATIVE,INITIAL_CASE_STATUS,,INITIAL_CASE_STATUS_PROBABLE,PROBABLE
ADMINISTRATIVE,INITIAL_CASE_STATUS,,INITIAL_CASE_STATUS_PENDING,PENDING
ADMINISTRATIVE,IMPORTED_DISEASE,,IMPORTED_DISEASE_INDIGENOUS,INDIGENOUS
ADMINISTRATIVE,IMPORTED_DISEASE,,IMPORTED_DISEASE_OOJ_WITHIN,OOJ_WITHIN
ADMINISTRATIVE,IMPORTED_DISEASE,,IMPORTED_DISEASE_OUT_OF_STATE,OUT_OF_STATE
ADMINISTRATIVE,IMPORTED_DISEASE,,IMPORTED_DISEASE_INTERNATIONAL,INTERNATIONAL
ADMINISTRATIVE,IMPORTED_DISEASE,,IMPORTED_DISEASE_UNKNOWN,UNKNOWN
ADMINISTRATIVE,IMMEDIATE_NOTIFIABLE_CONDITION,,IMMEDIATE_NOTIFIABLE_CONDITION_YES,YES
ADMINISTRATIVE,IMMEDIATE_NOTIFIABLE_CONDITION,,IMMEDIATE_NOTIFIABLE_CONDITION_NO,NO
ADMINISTRATIVE,IMMEDIATE_NOTIFIABLE_CONDITION,,IMMEDIATE_NOTIFIABLE_CONDITION_UNKNOWN,UNKNOWN
ADMINISTRATIVE,REPORTED_VIA_PHONE_CDC,,REPORTED_VIA_PHONE_CDC_YES,YES
ADMINISTRATIVE,REPORTED_VIA_PHONE_CDC,,REPORTED_VIA_PHONE_CDC_NO,NO
ADMINISTRATIVE,REPORTED_VIA_PHONE_CDC,,REPORTED_VIA_PHONE_CDC_UNKNOWN,UNKNOWN
ADMINISTRATIVE,REPORTED_VIA_EMAIL_CDC,,REPORTED_VIA_EMAIL_CDC_YES,YES
ADMINISTRATIVE,REPORTED_VIA_EMAIL_CDC,,REPORTED_VIA_EMAIL_CDC_NO,NO
ADMINISTRATIVE,REPORTED_VIA_EMAIL_CDC,,REPORTED_VIA_EMAIL_CDC_UNKNOWN,UNKNOWN
ADMINISTRATIVE,LAB_ONLY_LYME_STATUS,,LAB_ONLY_LYME_STATUS_CONFIRMATORY,CONFIRMATORY
ADMINISTRATIVE,LAB_ONLY_LYME_STATUS,,LAB_ONLY_LYME_STATUS_PRESUMPTIVE,PRESUMPTIVE
ADMINISTRATIVE,LAB_ONLY_LYME_STATUS,,LAB_ONLY_LYME_STATUS_NA_NO_LAB_RECEIVED,NA_NO_LAB_RECEIVED
ADMINISTRATIVE,REPORT_TO_CDC,,REPORT_TO_CDC_YES,YES
ADMINISTRATIVE,REPORT_TO_CDC,,REPORT_TO_CDC_NO,NO
ADMINISTRATIVE,SEND_OPTIONAL_FDD_DATA,,SEND_OPTIONAL_FDD_DATA_YES,YES
ADMINISTRATIVE,SEND_OPTIONAL_FDD_DATA,,SEND_OPTIONAL_FDD_DATA_NO,NO
ADMINISTRATIVE,ABC_NEONATAL_CASE_IDENTIFIED_METHOD,,ABC_NEONATAL_CASE_IDENTIFIED_METHOD_STATE_REPORTABLE,STATE_REPORTABLE
ADMINISTRATIVE,ABC_NEONATAL_CASE_IDENTIFIED_METHOD,,ABC_NEONATAL_CASE_IDENTIFIED_METHOD_LAB_SURVEILLANCE,LAB_SURVEILLANCE
ADMINISTRATIVE,ABC_NEONATAL_CASE_IDENTIFIED_METHOD,,ABC_NEONATAL_CASE_IDENTIFIED_METHOD_ACTIVE_CONTACT,ACTIVE_CONTACT
ADMINISTRATIVE,ABC_NEONATAL_CASE_IDENTIFIED_METHOD,,ABC_NEONATAL_CASE_IDENTIFIED_METHOD_OTHER,OTHER
ADMINISTRATIVE,ABC_CASE_REPORT_STATUS,,ABC_CASE_REPORT_STATUS_COMPLETE,COMPLETE
ADMINISTRATIVE,ABC_CASE_REPORT_STATUS,,ABC_CASE_REPORT_STATUS_INCOMPLETE,INCOMPLETE
ADMINISTRATIVE,ABC_CASE_REPORT_STATUS,,ABC_CASE_REPORT_STATUS_EDITED_CORRECT,EDITED_CORRECT
ADMINISTRATIVE,ABC_CASE_REPORT_STATUS,,ABC_CASE_REPORT_STATUS_CHART_UNAVAILABLE,CHART_UNAVAILABLE
ADMINISTRATIVE,NEONATAL_SEPSIS_CASE_REPORT_STATUS,,NEONATAL_SEPSIS_CASE_REPORT_STATUS_COMPLETE,COMPLETE
ADMINISTRATIVE,NEONATAL_SEPSIS_CASE_REPORT_STATUS,,NEONATAL_SEPSIS_CASE_REPORT_STATUS_INCOMPLETE,INCOMPLETE
ADMINISTRATIVE,NEONATAL_SEPSIS_CASE_REPORT_STATUS,,NEONATAL_SEPSIS_CASE_REPORT_STATUS_EDITED_CORRECT,EDITED_CORRECT
ADMINISTRATIVE,NEONATAL_SEPSIS_CASE_REPORT_STATUS,,NEONATAL_SEPSIS_CASE_REPORT_STATUS_CHART_UNAVAILABLE,CHART_UNAVAILABLE
ADMINISTRATIVE,ABC_ENTRY_STATUS_NEONATAL_EXPANDED,,ABC_ENTRY_STATUS_NEONATAL_EXPANDED_COMPLETE,COMPLETE
ADMINISTRATIVE,ABC_ENTRY_STATUS_NEONATAL_EXPANDED,,ABC_ENTRY_STATUS_NEONATAL_EXPANDED_INCOMPLETE,INCOMPLETE
ADMINISTRATIVE,ABC_ENTRY_STATUS_NEONATAL_EXPANDED,,ABC_ENTRY_STATUS_NEONATAL_EXPANDED_CHART_UNAVAILABLE,CHART_UNAVAILABLE
ADMINISTRATIVE,ABC_ENTRY_STATUS_NEONATAL_EXPANDED,,ABC_ENTRY_STATUS_NEONATAL_EXPANDED_EDITED_CORRECT,EDITED_CORRECT
ADMINISTRATIVE,ABC_ENTRY_STATUS_NEONATAL_SEPSIS,,ABC_ENTRY_STATUS_NEONATAL_SEPSIS_COMPLETE,COMPLETE
ADMINISTRATIVE,ABC_ENTRY_STATUS_NEONATAL_SEPSIS,,ABC_ENTRY_STATUS_NEONATAL_SEPSIS_INCOMPLETE,INCOMPLETE
ADMINISTRATIVE,ABC_ENTRY_STATUS_NEONATAL_SEPSIS,,ABC_ENTRY_STATUS_NEONATAL_SEPSIS_EDITED_CORRECT,EDITED_CORRECT
ADMINISTRATIVE,BEST_ETHNICITY_MATERNAL,,BEST_ETHNICITY_MATERNAL_HISPANIC,HISPANIC
ADMINISTRATIVE,BEST_ETHNICITY_MATERNAL,,BEST_ETHNICITY_MATERNAL_NON_HISPANIC,NON_HISPANIC
ADMINISTRATIVE,BEST_ETHNICITY_MATERNAL,,BEST_ETHNICITY_MATERNAL_UNKNOWN,UNKNOWN
ADMINISTRATIVE,BEST_RACE_MATERNAL,,BEST_RACE_MATERNAL_WHITE,WHITE
ADMINISTRATIVE,BEST_RACE_MATERNAL,,BEST_RACE_MATERNAL_BLACK,BLACK
ADMINISTRATIVE,BEST_RACE_MATERNAL,,BEST_RACE_MATERNAL_AMERICAN_INDIAN_ALASKAN_NATIVE,AMERICAN_INDIAN_ALASKAN_NATIVE
ADMINISTRATIVE,BEST_RACE_MATERNAL,,BEST_RACE_MATERNAL_ASIAN_PACIFIC_ISLANDER,ASIAN_PACIFIC_ISLANDER
ADMINISTRATIVE,BEST_RACE_MATERNAL,,BEST_RACE_MATERNAL_OTHER,OTHER
ADMINISTRATIVE,BEST_RACE_MATERNAL,,BEST_RACE_MATERNAL_UNKNOWN,UNKNOWN
ADMINISTRATIVE,BEST_RACE_MATERNAL,,BEST_RACE_MATERNAL_ASIAN,ASIAN
ADMINISTRATIVE,BEST_RACE_MATERNAL,,BEST_RACE_MATERNAL_PACIFIC_ISLANDER,PACIFIC_ISLANDER
ADMINISTRATIVE,BEST_ETHNICITY_PATERNAL,,BEST_ETHNICITY_PATERNAL_HISPANIC,HISPANIC
